,id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,sentiment
1583,1419631924184854537,1419631924184854537,2021-07-26 17:43:20 India Standard Time,2021-07-26,17:43:20,530,297399130,dvtsoftware,DVT,,"IT staff augmentation: Balance your workforce remotely. Jason Bramsden, DVT UK's MD, shares his insights on the benefits of IT staff augmentation for organisations based in the UK &amp; Europe.  https://t.co/YYEz8sxZZl #remotework #wfh #agileteams  https://t.co/1zvdnmfPSj",en,[],['https://ecs.page.link/9X4rG'],['https://pbs.twimg.com/media/E7OLta9X0AQJD9y.jpg'],0,1,0,"['remotework', 'wfh', 'agileteams']",[],https://twitter.com/DVTSoftware/status/1419631924184854537,False,,1,https://pbs.twimg.com/media/E7OLta9X0AQJD9y.jpg,,,,,,,[],,,,,Negative
1584,1419631678331445254,1419631678331445254,2021-07-26 17:42:22 India Standard Time,2021-07-26,17:42:22,530,807182725849419776,dvtsoftwareuk,@DVTSoftwareUK,,"IT staff augmentation: Balance your workforce remotely. Jason Bramsden, DVT UK's MD, shares his insights on the benefits of IT staff augmentation for organisations based in the UK &amp; Europe.  https://t.co/RwTZbfa0NG #remotework #wfh #agileteams  https://t.co/KmftlxaYTF",en,[],['https://ecs.page.link/9X4rG'],['https://pbs.twimg.com/media/E7OLfI7XEAE9B-L.jpg'],0,0,0,"['remotework', 'wfh', 'agileteams']",[],https://twitter.com/DVTSoftwareUK/status/1419631678331445254,False,,1,https://pbs.twimg.com/media/E7OLfI7XEAE9B-L.jpg,,,,,,,[],,,,,Negative
1585,1419631641098522624,1419631641098522624,2021-07-26 17:42:13 India Standard Time,2021-07-26,17:42:13,530,1133122693396492289,papa_eko_,The Paid Online $urveys Hunter 🇮🇩🌹💕,,Just sharing...  🙏🤣💪  #PapaEko #WFH #PPKM   https://t.co/aYu5maGXs1,en,[],['https://covidmeter.id/#/home'],[],0,0,0,"['papaeko', 'wfh', 'ppkm']",[],https://twitter.com/papa_eko_/status/1419631641098522624,False,,0,,,,,,,,[],,,,,Neutral
1586,1419631449850925060,1419631449850925060,2021-07-26 17:41:27 India Standard Time,2021-07-26,17:41:27,530,183854047,catfoodbreath,Cat Food Breath,,"I have just enough time to ker-sploosh Thing Two’s coffee, kill the hall rug, and take a quick nap before my 10 AM #WFH office team video chat.",en,[],[],[],5,8,165,['wfh'],[],https://twitter.com/CatFoodBreath/status/1419631449850925060,False,,0,,,,,,,,[],,,,,Positive
1587,1419631224495149064,1419631224495149064,2021-07-26 17:40:34 India Standard Time,2021-07-26,17:40:34,530,45981130,dearyoufrombre,Breana. | dearyoufrombre.com,,When you #WFH do you feel more productive or less productive?,en,[],[],[],0,0,0,['wfh'],[],https://twitter.com/dearyoufrombre/status/1419631224495149064,False,,0,,,,,,,,[],,,,,Positive
1589,1419629208582516747,1419629208582516747,2021-07-26 17:32:33 India Standard Time,2021-07-26,17:32:33,530,1635310159,pizzahutin,Pizza Hut India,,Breathe in &amp; breathe out with this soothing slice of pizza to get you through your hectic work day! #WFH  https://t.co/i6tIcBzp6u,en,[],[],['https://pbs.twimg.com/tweet_video_thumb/E7OJPBkXoAAxqId.jpg'],1,1,13,['wfh'],[],https://twitter.com/PizzaHutIN/status/1419629208582516747,False,,1,https://pbs.twimg.com/tweet_video_thumb/E7OJPBkXoAAxqId.jpg,,,,,,,[],,,,,Neutral
1590,1419628740217380868,1419628740217380868,2021-07-26 17:30:41 India Standard Time,2021-07-26,17:30:41,530,384954745,uoftgradroom,Grad Room,,"Grad Room #mindfulness #meditation continues online! Join Liam Mondays, 12–1PM, to practice mindfulness techniques that will help increase relaxation and resiliency.  Link in bio.  @UofTStudentLife @grad_minds #mindfulmoments #wellness #WFH #selfcare #gradstudenthealth #wellbeing  https://t.co/X4YIyFLL3g",en,"[{'screen_name': 'uoftstudentlife', 'name': 'university of toronto student life', 'id': '130553833'}, {'screen_name': 'grad_minds', 'name': 'grad minds @ uoft', 'id': '2305859726'}]",[],['https://pbs.twimg.com/media/E7OI0FiXMAM9rRr.jpg'],0,2,2,"['mindfulness', 'meditation', 'mindfulmoments', 'wellness', 'wfh', 'selfcare', 'gradstudenthealth', 'wellbeing']",[],https://twitter.com/UofTGradRoom/status/1419628740217380868,False,,1,https://pbs.twimg.com/media/E7OI0FiXMAM9rRr.jpg,,,,,,,[],,,,,Neutral
1591,1419628687608188931,1419628687608188931,2021-07-26 17:30:29 India Standard Time,2021-07-26,17:30:29,530,1266129680559509506,docuwalk,DocuWalk,,The latest perk for tech talent is all about working remotely--and the pandemic is not the only reason why as @sarahfrier reports for Bloomberg's @business  https://t.co/YetJV9HnpJ #remotework #wfh #workfromhome #blockchain,en,"[{'screen_name': 'sarahfrier', 'name': 'sarah frier', 'id': '15823646'}, {'screen_name': 'business', 'name': 'bloomberg', 'id': '34713362'}]",['https://buff.ly/3z998r7'],[],0,0,0,"['remotework', 'wfh', 'workfromhome', 'blockchain']",[],https://twitter.com/DocuWalk/status/1419628687608188931,False,,0,,,,,,,,[],,,,,Positive
1592,1419627861007286272,1419627861007286272,2021-07-26 17:27:12 India Standard Time,2021-07-26,17:27:12,530,306060756,synersofttech,BLACKbox,,Special Webinar on 29th July 2021. Specially designed for Enterprise Owners and Senior IT Professionals  Register for the Webinar -  https://t.co/FzkwWdSLd1  #WFH #WorkFromHome #Webinar #BLACKbox #SynersoftTechnologies #MSME #CloudComputing  https://t.co/TCLu670R2O,en,[],['https://bit.ly/3kBnWeb'],['https://pbs.twimg.com/media/E7OIBELXMAMt2cn.jpg'],0,0,1,"['wfh', 'workfromhome', 'webinar', 'blackbox', 'synersofttechnologies', 'msme', 'cloudcomputing']",[],https://twitter.com/SynersoftTech/status/1419627861007286272,False,,1,https://pbs.twimg.com/media/E7OIBELXMAMt2cn.jpg,,,,,,,[],,,,,Positive
1593,1419627817403396100,1419627817403396100,2021-07-26 17:27:01 India Standard Time,2021-07-26,17:27:01,530,1311730500659220480,nexrepofficial,NexRep,,"If you prefer to live life on your terms, you may want to consider becoming an independent contractor! Learn more about work from home opportunities available within the NexRep Marketplace platform:  https://t.co/GbjjGra3qM #WorkFromHome #WFH #FlexibleSchedule  https://t.co/780rmlJCmR",en,[],['http://nexrep.info/tw9'],['https://pbs.twimg.com/media/E7OH-ZlXEAELBqD.jpg'],0,0,0,"['workfromhome', 'wfh', 'flexibleschedule']",[],https://twitter.com/nexrepofficial/status/1419627817403396100,False,,1,https://pbs.twimg.com/media/E7OH-ZlXEAELBqD.jpg,,,,,,,[],,,,,Positive
1594,1419627321678565377,1419627321678565377,2021-07-26 17:25:03 India Standard Time,2021-07-26,17:25:03,530,1083676976655810560,videowindowhq,Video Window,,Designing Work for Wellbeing  https://t.co/hn4viFKuWh #WFH #returntowork #remotework #videoconferencing #videocalls #mentalhealthatwork #HR #hybridoffice #business2021 #collaboration  https://t.co/Z1hW99immG,en,[],['https://videowindow.com/2021/07/21/the-future-of-work-sustainable-post-covid-workplace/'],['https://pbs.twimg.com/media/E7OHhoDX0AAkwMe.jpg'],0,1,0,"['wfh', 'returntowork', 'remotework', 'videoconferencing', 'videocalls', 'mentalhealthatwork', 'hr', 'hybridoffice', 'business2021', 'collaboration']",[],https://twitter.com/VideoWindowHQ/status/1419627321678565377,False,,1,https://pbs.twimg.com/media/E7OHhoDX0AAkwMe.jpg,,,,,,,[],,,,,Neutral
1595,1419627321519230980,1419627321519230980,2021-07-26 17:25:03 India Standard Time,2021-07-26,17:25:03,530,1083676976655810560,videowindowhq,Video Window,,Designing Work for Wellbeing  https://t.co/hn4viFKuWh #WFH #returntowork #remotework #videoconferencing #videocalls #mentalhealthatwork #HR #hybridoffice #business2021 #collaboration  https://t.co/qCFtNnFa2n,en,[],['https://videowindow.com/2021/07/21/the-future-of-work-sustainable-post-covid-workplace/'],['https://pbs.twimg.com/media/E7OHhn7XMAEIBJz.jpg'],0,1,0,"['wfh', 'returntowork', 'remotework', 'videoconferencing', 'videocalls', 'mentalhealthatwork', 'hr', 'hybridoffice', 'business2021', 'collaboration']",[],https://twitter.com/VideoWindowHQ/status/1419627321519230980,False,,1,https://pbs.twimg.com/media/E7OHhn7XMAEIBJz.jpg,,,,,,,[],,,,,Neutral
1596,1419627318142803968,1419627318142803968,2021-07-26 17:25:02 India Standard Time,2021-07-26,17:25:02,530,124460468,voxoptima,Vox Optima,,RT @tomfishburne: “Back to the Office” - new cartoon and post on return hesitancy and the future of work  https://t.co/AXdoocOvBy… #wfh #hybrid #marketing #cartoon  https://t.co/vYdpEVMUER,en,"[{'screen_name': 'tomfishburne', 'name': 'tom fishburne', 'id': '43407384'}]",['http://marketoonist.com/2021/07/backto'],['https://pbs.twimg.com/media/E6lflWmVgAMrKWP.jpg'],0,1,0,"['wfh', 'hybrid', 'marketing', 'cartoon']",[],https://twitter.com/VoxOptima/status/1419627318142803968,False,,1,https://pbs.twimg.com/media/E6lflWmVgAMrKWP.jpg,,,,,,,[],,,,,Positive
1598,1419626737365884936,1419626737365884936,2021-07-26 17:22:44 India Standard Time,2021-07-26,17:22:44,530,64009045,djmjrules,Marvin Monroe,,Sitting on patio collecting thoughts &gt; sitting in traffic collecting thoughts #WFH,en,[],[],[],0,0,0,['wfh'],[],https://twitter.com/djmjrules/status/1419626737365884936,False,,0,,,,,,,,[],,,,,Neutral
1600,1419626088787963910,1419626088787963910,2021-07-26 17:20:09 India Standard Time,2021-07-26,17:20:09,530,2586213044,sharanyamunsi,Sharanya Munsi,,What happens when you join a workplace virtually during a pandemic?  Penning down my experience of #WFH in the past one year as it tested the strength of human communication.   https://t.co/pwKg6MbAnb #pandemic #jobloss #workplace,en,[],['https://sharanyamunsi.net/2021/07/24/joining-a-workplace-virtually-during-a-pandemic/'],[],0,0,2,"['wfh', 'pandemic', 'jobloss', 'workplace']",[],https://twitter.com/SharanyaMunsi/status/1419626088787963910,False,,0,,,,,,,,[],,,,,Negative
1601,1419625545696940035,1419625545696940035,2021-07-26 17:18:00 India Standard Time,2021-07-26,17:18:00,530,79460609,debbiecouls,Debbie Coulson,,When we renovated our house we had a little bit of room on the loft landing so we turned it into a home office space.   Today is the first time I’ve worked from here and I absolutely love it. Away from everything and a change of scenery. Just need a plant I can kill now 🪴😊 #wfh  https://t.co/6kxyKXWXta,en,[],[],['https://pbs.twimg.com/media/E7OF6GXXMAksQlL.jpg'],6,0,26,['wfh'],[],https://twitter.com/Debbiecouls/status/1419625545696940035,False,,1,https://pbs.twimg.com/media/E7OF6GXXMAksQlL.jpg,,,,,,,[],,,,,Positive
1602,1419624803120656393,1419624803120656393,2021-07-26 17:15:03 India Standard Time,2021-07-26,17:15:03,530,1213526862510477312,girlsbuzzindia,Girls Buzz,,"“Should I stay or leave?” is a question most individuals ask themselves at one point in their jobs.  So, is it time for a job change? Here are signs to watch out for! #jobchange #jobs #WFH #workfromhome .  https://t.co/aHJPxwK0XZ  https://t.co/bMCXITAxrW",en,[],['https://girls.buzz/blogs/is-it-time-for-a-job-change-signs-to-watch-out-for/'],['https://pbs.twimg.com/media/E7OFPFIXMAIcNri.jpg'],0,0,0,"['jobchange', 'jobs', 'wfh', 'workfromhome']",[],https://twitter.com/GirlsBuzzIndia/status/1419624803120656393,False,,1,https://pbs.twimg.com/media/E7OFPFIXMAIcNri.jpg,,,,,,,[],,,,,Positive
1605,1419622571985801220,1419622571985801220,2021-07-26 17:06:11 India Standard Time,2021-07-26,17:06:11,530,1966604239,natureresearch_,WellBeing,,#Greenspace access #equality.🌿 #Goal worth fighting for. ✨ Novel solutions?  #nature #wellbeing #mentalHealth #health #stressManagement #cognitivePerformance #memory #attention #WFH #urbanNature #greenCities #rewildingCities,en,[],[],[],0,0,0,"['greenspace', 'equality', 'goal', 'nature', 'wellbeing', 'mentalhealth', 'health', 'stressmanagement', 'cognitiveperformance', 'memory', 'attention', 'wfh', 'urbannature', 'greencities', 'rewildingcities']",[],https://twitter.com/NatureResearch_/status/1419622571985801220,False,https://twitter.com/RSBenwell/status/1417472313684074498,0,,,,,,,,[],,,,,Positive
1606,1419622529887477767,1419622529887477767,2021-07-26 17:06:01 India Standard Time,2021-07-26,17:06:01,530,2938471462,remoteok,Remote Jobs #OpenSalaries,,"Want to be a Remote Senior Product Manager 1Lab (📍Los Angeles, CA) at @system1? #remotework #remotejobs #wfh 👇  https://t.co/k1wCA8t2x5",en,"[{'screen_name': 'system1', 'name': 'system', 'id': '14261662'}]",['http://remoteok.io/jobs/105275-remote-senior-product-manager-1lab-system1'],[],0,0,0,"['remotework', 'remotejobs', 'wfh']",[],https://twitter.com/RemoteOK/status/1419622529887477767,False,,0,,,,,,,,[],,,,,Negative
1607,1419621291712188420,1419621291712188420,2021-07-26 17:01:05 India Standard Time,2021-07-26,17:01:05,530,453927702,reality_sageit,Reality Solutions,,If you have ever been in a Google Meet with a large group of people you will know how hard it is to speak up and be heard. Google is now upgrading the software to include a 'Hand Raise' tool ✋ #videoconferencing #meeting #WFH #remoteworking #Google #Meet #videomeeting #video  https://t.co/6OGAmJChjO,en,[],[],['https://pbs.twimg.com/media/E7OCCXxWUAAPZHp.jpg'],0,1,5,"['videoconferencing', 'meeting', 'wfh', 'remoteworking', 'google', 'meet', 'videomeeting', 'video']",[],https://twitter.com/Reality_SageIT/status/1419621291712188420,False,,1,https://pbs.twimg.com/media/E7OCCXxWUAAPZHp.jpg,,,,,,,[],,,,,Negative
1608,1419621289963237376,1419621289963237376,2021-07-26 17:01:05 India Standard Time,2021-07-26,17:01:05,530,456768373,l_energysavings,Love Energy Savings,,Our CEO Phil Foster recently shared a few of our secrets for success with the Top 100 law firm @WardHadaway (in partnership with Greater Manchester Chamber of Commerce) in their series ‘Inspiring Growth in the North West’:  https://t.co/Q79aouvtex   #Business #Workplace #WFH  https://t.co/Am8aTRDeFM,en,"[{'screen_name': 'wardhadaway', 'name': 'ward hadaway', 'id': '111022476'}]",['https://www.wardhadaway.com/insights/fastest-50-and-inspiring-growth/inspiring-growth-workouts-whatsapp-and-weekly-chats-with-the-boss/'],['https://pbs.twimg.com/media/E7OCCdYXoAQwHMM.jpg'],0,0,0,"['business', 'workplace', 'wfh']",[],https://twitter.com/L_EnergySavings/status/1419621289963237376,False,,1,https://pbs.twimg.com/media/E7OCCdYXoAQwHMM.jpg,,,,,,,[],,,,,Positive
1609,1419620557029625863,1419620557029625863,2021-07-26 16:58:10 India Standard Time,2021-07-26,16:58:10,530,426834061,danielleps1,Danielle P.S,,Love having the olympics on in the background whilst working. Come on @TeamGB!  #wfh #Tokyo2020,en,"[{'screen_name': 'teamgb', 'name': 'team gb', 'id': '27660239'}]",[],[],1,0,4,"['wfh', 'tokyo2020']",[],https://twitter.com/DaniellePS1/status/1419620557029625863,False,,0,,,,,,,,[],,,,,Positive
1610,1419620215776817152,1419620215776817152,2021-07-26 16:56:49 India Standard Time,2021-07-26,16:56:49,530,949231778010722304,thevacoachsa,Melissa Nicholson,,"Time = money, don't feel bad girl you have an empire to build! 👑 #va #virtualassistant #virtualassistants #vamentor #vatraining #thevacoach #trainingforvirtualassistants #coach #mentor #vawebsitedesigner #websitedesign #fempreneur #entrepreneur #southafricanbusiness #WAHM #WFH  https://t.co/oW1xw6bBJR",en,[],[],['https://pbs.twimg.com/media/E7OBCQlWYAECaL0.jpg'],0,0,0,"['va', 'virtualassistant', 'virtualassistants', 'vamentor', 'vatraining', 'thevacoach', 'trainingforvirtualassistants', 'coach', 'mentor', 'vawebsitedesigner', 'websitedesign', 'fempreneur', 'entrepreneur', 'southafricanbusiness', 'wahm', 'wfh']",[],https://twitter.com/thevacoachSA/status/1419620215776817152,False,,1,https://pbs.twimg.com/media/E7OBCQlWYAECaL0.jpg,,,,,,,[],,,,,Negative
1611,1419619856270327812,1419619856270327812,2021-07-26 16:55:23 India Standard Time,2021-07-26,16:55:23,530,1131141895651045376,the_code_zone,The Code Zone,,What does your work space look like today? I'll spare you the generic summer holiday post and instead say CHIN UP to all the parents still working 😆 Mary at The Code Zone put me to shame last week with this little sneak peak #behindthescenes #homeoffice #wfh #workingfromhome  https://t.co/4M8Hs4QqWI,en,[],[],['https://pbs.twimg.com/media/E7OAu3dWUAYS-oR.jpg'],0,0,0,"['behindthescenes', 'homeoffice', 'wfh', 'workingfromhome']",[],https://twitter.com/the_code_zone/status/1419619856270327812,False,,1,https://pbs.twimg.com/media/E7OAu3dWUAYS-oR.jpg,,,,,,,[],,,,,Negative
1612,1419619697495060489,1419619697495060489,2021-07-26 16:54:45 India Standard Time,2021-07-26,16:54:45,530,469264424,toddeschroeder,Todd Schroeder,,"To make #HybridWork models a success, you need to rely on trustworthy technology that keeps your employees connected and makes sure that collaboration works easily.  @GoogleWorkspace is built just for this. #FutureOfWork #RTO #WFH  https://t.co/9iVHv88Bix",en,"[{'screen_name': 'googleworkspace', 'name': 'google workspace', 'id': '17003765'}]",['https://google.smh.re/g7N'],[],0,0,3,"['hybridwork', 'futureofwork', 'rto', 'wfh']",[],https://twitter.com/toddeschroeder/status/1419619697495060489,False,,0,,,,,,,,[],,,,,Positive
1613,1419617251540488192,1419617251540488192,2021-07-26 16:45:02 India Standard Time,2021-07-26,16:45:02,530,19123904,joseph_santoro,Dr. Joseph Santoro,"{'type': 'Point', 'coordinates': [38.9395163, -77.0251325]}",#RemoteWork allows flexibility in so many ways. Here’s another. #Racism   https://t.co/7tQ4AmiNwC #Microaggressions #MicroAggression #RemoteWorking #WFH #WFHLife #Inequality #Racism #Sexism #WarOnPOC #WarOnWomen #POC #MondayMotivation #MotivationMonday #Telecommuting #Telework,en,[],['https://www.washingtonpost.com/lifestyle/2021/07/24/black-women-office-work-home/'],[],0,0,1,"['remotework', 'racism', 'microaggressions', 'microaggression', 'remoteworking', 'wfh', 'wfhlife', 'inequality', 'racism', 'sexism', 'waronpoc', 'waronwomen', 'poc', 'mondaymotivation', 'motivationmonday', 'telecommuting', 'telework']",[],https://twitter.com/Joseph_Santoro/status/1419617251540488192,False,,0,,,,,,,,[],,,,,Positive
1614,1419617134267834369,1419617134267834369,2021-07-26 16:44:34 India Standard Time,2021-07-26,16:44:34,530,121796666,4cassociates,4C Associates,,Build Your #TeamsResilience — From Home via @HarvardBiz #WFH  https://t.co/ha806wDz1X,en,"[{'screen_name': 'harvardbiz', 'name': 'harvard business review', 'id': '14800270'}]",['https://hbr.org/2020/04/build-your-teams-resilience-from-home'],[],0,0,0,"['teamsresilience', 'wfh']",[],https://twitter.com/4CAssociates/status/1419617134267834369,False,,0,,,,,,,,[],,,,,Neutral
1615,1419616234958508040,1419616234958508040,2021-07-26 16:41:00 India Standard Time,2021-07-26,16:41:00,530,1291765022985658373,deals_pages,Deals_offers,,#LightningDeals  ⚡️⚡️ #PrimeDay offer 🛍️🛍️ #GreenSoul Seoul Mid Back #Office Study #Chair in Breathable Mesh with Multi Color Options (Smart Black) #WFH #WorkFromHome   MRP ₹ 5980  Deal @ ₹ 3490   https://t.co/uuSGVJtKtC  #DANDOFurniture,en,[],['https://amzn.to/3eWaD4g'],[],0,1,1,"['lightningdeals', 'primeday', 'greensoul', 'office', 'chair', 'wfh', 'workfromhome', 'dandofurniture']",[],https://twitter.com/Deals_pages/status/1419616234958508040,False,,0,,,,,,,,[],,,,,Positive
1616,1419616230680326147,1419616230680326147,2021-07-26 16:40:59 India Standard Time,2021-07-26,16:40:59,530,1329452222040727560,manukumarlal29,Manu Kumar Lal,,Work From Home Helped a Few People to Recover &amp; Rework On Thier Mental Health By Being Away From the Office Toxic Work Environment.  Working From Home Helped Some People to Recharge &amp; Rejuvenate Their Senses For the Better.  #SatyaVachan   #MentalHealth  #WorkFromHome #WFH,en,[],[],[],0,0,0,"['satyavachan', 'mentalhealth', 'workfromhome', 'wfh']",[],https://twitter.com/ManuKumarLal29/status/1419616230680326147,False,,0,,,,,,,,[],,,,,Positive
1618,1419615786625286145,1419615786625286145,2021-07-26 16:39:13 India Standard Time,2021-07-26,16:39:13,530,844927556205740032,24x7page,24x7,,"Where retrenchments cannot be avoided, we will watch out for Singaporeans, give full support to employers' efforts to retain them or to help them move into new jobs as quickly as possible.""  https://t.co/e4pivbSyWR via @stcom #Retailer #WFH",en,[],['http://www.straitstimes.com/singapore/politics/parliament-about-9-in-10-eligible-employees-received-retrenchment-benefits'],[],0,0,0,"['retailer', 'wfh']",[],https://twitter.com/24x7Page/status/1419615786625286145,False,,0,,,,,,,,[],,,,,Positive
1619,1419614815257907200,1419611931883700225,2021-07-26 16:35:21 India Standard Time,2021-07-26,16:35:21,530,306737431,mojilo_manas,Naman Shah,,@gaurang9007 @namratawrites @ABhiyant_Tiwari @MaulikMikka @nnishantgohel @notbeingharsh @mntrivedi @kumarmanish9 @dharmeshbhatt93 @IamNDMakwana @KrunalShah225 I am adapted so can balance them 😷  #Permanent #WFH,en,[],[],[],0,0,3,"['permanent', 'wfh']",[],https://twitter.com/mojilo_manas/status/1419614815257907200,False,,0,,,,,,,,"[{'screen_name': 'gaurang9007', 'name': 'Gaurang | Gujarat Covid Support 🇮🇳', 'id': '1413053256'}, {'screen_name': 'namratawrites', 'name': 'Namrata Shah', 'id': '1627161600'}, {'screen_name': 'ABhiyant_Tiwari', 'name': 'ABhiyant Tiwari', 'id': '106513347'}, {'screen_name': 'MaulikMikka', 'name': 'Maulik(Mikka)🇮🇳', 'id': '210314085'}, {'screen_name': 'nnishantgohel', 'name': 'Nishant Gohel', 'id': '2243610972'}, {'screen_name': 'notbeingharsh', 'name': 'Harsh | Gujarat Covid Support', 'id': '1361910192435208193'}, {'screen_name': 'mntrivedi', 'name': 'Mehul Trivedi | Gujarat Covid Support | Volunteer', 'id': '75538529'}, {'screen_name': 'kumarmanish9', 'name': 'Kumar Manish', 'id': '84823082'}, {'screen_name': 'dharmeshbhatt93', 'name': 'Dharmesh Bhatt भारतीय 🇮🇳', 'id': '383686909'}, {'screen_name': 'IamNDMakwana', 'name': 'Nilesh Makwana', 'id': '1133767059924496386'}, {'screen_name': 'KrunalShah225', 'name': 'KS | Gujarat Covid Support | Virtual Warrior', 'id': '894848950808616960'}]",,,,,Neutral
1620,1419614736904302596,1419614736904302596,2021-07-26 16:35:03 India Standard Time,2021-07-26,16:35:03,530,14179033,dwg,Digital Workplace Group,,"Our work culture may have changed for the better. From how we interact with one another to our impact on the world, we reflect on the positives that we could see continue after we have had to adapt like never before.  https://t.co/I5EXUdGOHF #remoteworking #wfh #hybridworking  https://t.co/hJQt3nXfrv",en,[],['http://ow.ly/1uua50FDpIZ'],['https://pbs.twimg.com/media/E7N8FJUXMAMvoJ5.jpg'],0,0,1,"['remoteworking', 'wfh', 'hybridworking']",[],https://twitter.com/DWG/status/1419614736904302596,False,,1,https://pbs.twimg.com/media/E7N8FJUXMAMvoJ5.jpg,,,,,,,[],,,,,Positive
1622,1419614058492399618,1419614058492399618,2021-07-26 16:32:21 India Standard Time,2021-07-26,16:32:21,530,2166775694,brookwoodsands,Brookwood Search and Selection,,We’re looking for someone to join our creative team as a Trainee Recruitment Consultant based in London and remote.  Must have degree/background in #CGI or #Design ⁠ Salary: £20k -£25k ⁠ Email: ⁠creative@brookwoodselection.com⁠ ⁠ #hiring #graduate #londonjobs #wfh  https://t.co/lTn4jM4iOF,en,[],[],['https://pbs.twimg.com/media/E7N7Gq6WYAcEMMF.jpg'],0,0,0,"['cgi', 'design', 'hiring', 'graduate', 'londonjobs', 'wfh']",[],https://twitter.com/BrookwoodSandS/status/1419614058492399618,False,,1,https://pbs.twimg.com/media/E7N7Gq6WYAcEMMF.jpg,,,,,,,[],,,,,Positive
1623,1419614049239699457,1419614049239699457,2021-07-26 16:32:19 India Standard Time,2021-07-26,16:32:19,530,2279280720,_itsme_natalie,Natalia ⛩️,,Coming back to work after week and a half not working is tough 😩  #devlife #WFH,en,[],[],[],0,0,0,"['devlife', 'wfh']",[],https://twitter.com/_ItsMe_Natalie/status/1419614049239699457,False,,0,,,,,,,,[],,,,,Negative
1624,1419613655381991426,1419613655381991426,2021-07-26 16:30:45 India Standard Time,2021-07-26,16:30:45,530,3297160441,lisah_jackson,Lisa HockadayJackson📲,,Time to brush up your avatar-working from home with xR &amp; 5G in the metaverse: @ATT Ecosystem of collaborators &amp; connectivity will be the driving force to delivering the future of the hybrid work experience. Learn more! @ATTBusiness #5G #WFH #ATTInfluencer  https://t.co/jGncPMQnp5  https://t.co/355SAfBOhr,en,"[{'screen_name': 'att', 'name': 'at&t', 'id': '14620190'}, {'screen_name': 'attbusiness', 'name': 'at&t business', 'id': '17906428'}]",['http://ht.ly/MDbg30rMcez'],['https://pbs.twimg.com/media/E7N7GITX0AAqqPh.png'],0,4,1,"['5g', 'wfh', 'attinfluencer']",[],https://twitter.com/LisaH_Jackson/status/1419613655381991426,False,,1,https://pbs.twimg.com/media/E7N7GITX0AAqqPh.png,,,,,,,[],,,,,Positive
1625,1419613467775049731,1419613467775049731,2021-07-26 16:30:00 India Standard Time,2021-07-26,16:30:00,530,90862259,adriasolutions,Adria Solutions Ltd,,"Are you a skilled Sales Analyst?   I have a fantastic opportunity for you in Knutsford #Cheshire  Up to £25k + benefits including #WFH options  Interested? 😊 For more details + to apply, visit  https://t.co/OVNr73MtfN  #CheshireJobs #AdminJobs #PowerBI #LinkedIn #LeadGeneration  https://t.co/nyzz26x7uk",en,[],['http://ow.ly/9E5f50FzUJx'],[],0,0,1,"['cheshire', 'wfh', 'cheshirejobs', 'adminjobs', 'powerbi', 'linkedin', 'leadgeneration']",[],https://twitter.com/Adriasolutions/status/1419613467775049731,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1417519032220229635/pu/img/9rthlfCJutB3uiVJ.jpg,,,,,,,[],,,,,Positive
1626,1419612288064049159,1419612288064049159,2021-07-26 16:25:19 India Standard Time,2021-07-26,16:25:19,530,128202324,nicholsonsca,Nicholsons,,"🚨 FREE WEBINAR 🚨  Join our free 30 minute webinar and find out how to deal with flexible working requests, and what you need to put in place to be successful.  Register &gt;&gt;  https://t.co/4Xx1vXJg2w  #flexibleworking #wfh #remoteworking  https://t.co/bfnV0K6mLy",en,[],['https://bit.ly/3epx6GE'],['https://pbs.twimg.com/media/E7N5UBtWYAAUnLo.jpg'],0,0,3,"['flexibleworking', 'wfh', 'remoteworking']",[],https://twitter.com/NicholsonsCA/status/1419612288064049159,False,,1,https://pbs.twimg.com/media/E7N5UBtWYAAUnLo.jpg,,,,,,,[],,,,,Positive
1627,1419611623459799041,1419611623459799041,2021-07-26 16:22:40 India Standard Time,2021-07-26,16:22:40,530,1337036029287690241,yonderdesk,Yonderdesk,,Powerful read that comes at why people need remote working from a slightly different angle... #wfh #remote #hr   https://t.co/KoYnMqexW7,en,[],['https://www.theguardian.com/world/2021/jul/25/working-from-home-mental-health'],[],0,1,0,"['wfh', 'remote', 'hr']",[],https://twitter.com/yonderdesk/status/1419611623459799041,False,,0,,,,,,,,[],,,,,Positive
1628,1419608936152551425,1419608936152551425,2021-07-26 16:12:00 India Standard Time,2021-07-26,16:12:00,530,19021551,hso,hSo,,Why remote working leaves us vulnerable to cyber-attacks - An industry survey found 56% of senior IT technicians believe their employees have picked up bad cyber-security habits while working from home. ➪  https://t.co/JYP4kikQsX   #WFH #workingfromhome #remotework #tech  https://t.co/AzjsoTvBga,en,[],['https://snip.ly/kp22ye'],['https://pbs.twimg.com/media/E7N2zfaWQAI9T-O.jpg'],0,0,1,"['wfh', 'workingfromhome', 'remotework', 'tech']",[],https://twitter.com/hSo/status/1419608936152551425,False,,1,https://pbs.twimg.com/media/E7N2zfaWQAI9T-O.jpg,,,,,,,[],,,,,Negative
